date_heure	date	heure	H_cumul	Traitement	BAC	Ligne	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	CD1	CD2	CD3	CD4	CD5	CD6	CD7	CD8	CD9	CD10	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10
27/1/22 15:00	27/01/2022	15:00	142	IRD_012022	IRD_012022_1	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC	ANC	ANC	ANC	ANC	NA	NA	NA	NA	NA	AS131	AS132	AS133	AS134	AS135	NA	NA	NA	NA	NA
27/1/22 15:00	27/01/2022	15:00	142	IRD_012022	IRD_012022_1	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC	ANC	ST	ANC	ANC	NA	NA	NA	NA	NA	AS136	AS137	AS138	AS139	AS140	NA	NA	NA	NA	NA
27/1/22 15:00	27/01/2022	15:00	142	IRD_012022	IRD_012022_1	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC	ST	ANC	ANC	ANC	NA	NA	NA	NA	NA	AS146	AS147	AS148	AS149	AS150	NA	NA	NA	NA	NA
28/1/22 17:00	28/01/2022	17:00	168	IRD_012022	IRD_012022_1	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC	ANC	D	ANC	ANC	NA	NA	NA	NA	NA	AS101	AS102	AS103	AS104	AS105	NA	NA	NA	NA	NA
28/1/22 17:00	28/01/2022	17:00	168	IRD_012022	IRD_012022_1	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC	ANC	ANC	ANC	ANC	NA	NA	NA	NA	NA	AS106	AS107	AS108	AS109	AS110	NA	NA	NA	NA	NA
28/1/22 17:00	28/01/2022	17:00	168	IRD_012022	IRD_012022_1	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	ANC	ANC	ANC	ANC	NA	NA	NA	NA	NA	AS111	AS112	AS113	AS114	AS115	NA	NA	NA	NA	NA
28/1/22 17:00	28/01/2022	17:00	168	IRD_012022	IRD_012022_1	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC	ANC	ST	ANC	ANC	NA	NA	NA	NA	NA	AS116	AS117	AS118	AS119	AS120	NA	NA	NA	NA	NA
28/1/22 17:00	28/01/2022	17:00	168	IRD_012022	IRD_012022_1	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC	AR	ANC	ANC	ANC	NA	NA	NA	NA	NA	AS141	AS142	AS143	AS144	AS145	NA	NA	NA	NA	NA
31/1/22 9:00	31/01/2022	9:00	232	IRD_012022	IRD_012022_1	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC	D	D	ANC	ANC	NA	NA	NA	NA	NA	AS121	AS122	AS123	AS124	AS125	NA	NA	NA	NA	NA
31/1/22 9:00	31/01/2022	9:00	232	IRD_012022	IRD_012022_1	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC	ANC	D	ANC	ANC	NA	NA	NA	NA	NA	AS126	AS127	AS128	AS129	AS130	NA	NA	NA	NA	NA
31/1/22 9:00	31/01/2022	9:00	232	IRD_012022	IRD_012022_1	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	D	D	D	ANC	NA	NA	NA	NA	NA	AS131	AS132	AS133	AS134	AS135	NA	NA	NA	NA	NA
31/1/22 9:00	31/01/2022	9:00	232	IRD_012022	IRD_012022_1	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	ANC	ST	D	D	NA	NA	NA	NA	NA	AS136	AS137	AS138	AS139	AS140	NA	NA	NA	NA	NA
31/1/22 9:00	31/01/2022	9:00	232	IRD_012022	IRD_012022_1	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	D	D	D	D	NA	NA	NA	NA	NA	AS146	AS147	AS148	AS149	AS150	NA	NA	NA	NA	NA
22/1/22 12:00	22/01/2022	12:00	19	IRD_012022	IRD_012022_2	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	NA	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS101	AS102	AS103	AS104	AS105	NA	NA	NA	NA	NA
22/1/22 12:00	22/01/2022	12:00	19	IRD_012022	IRD_012022_2	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AR2	AR2	AR2	ANC2	AR2	NA	NA	NA	NA	NA	AS106	AS107	AS108	AS109	AS110	NA	NA	NA	NA	NA
22/1/22 12:00	22/01/2022	12:00	19	IRD_012022	IRD_012022_2	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AR2	AR2	AR2	ANC2	ANC2	NA	NA	NA	NA	NA	AS111	AS112	AS113	AS114	AS115	NA	NA	NA	NA	NA
22/1/22 12:00	22/01/2022	12:00	19	IRD_012022	IRD_012022_2	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	AR2	NA	NA	NA	NA	NA	AS116	AS117	AS118	AS119	AS120	NA	NA	NA	NA	NA
22/1/22 12:00	22/01/2022	12:00	19	IRD_012022	IRD_012022_2	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AR2	AR2	AR2	AR2	AR2	NA	NA	NA	NA	NA	AS141	AS142	AS143	AS144	AS145	NA	NA	NA	NA	NA
22/1/22 17:30	22/01/2022	17:30	24,5	IRD_012022	IRD_012022_2	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	NA	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS121	AS122	AS123	AS124	AS125	NA	NA	NA	NA	NA
22/1/22 17:30	22/01/2022	17:30	24,5	IRD_012022	IRD_012022_2	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AR2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS126	AS127	AS128	AS129	AS130	NA	NA	NA	NA	NA
22/1/22 17:30	22/01/2022	17:30	24,5	IRD_012022	IRD_012022_2	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS131	AS132	AS133	AS134	AS135	NA	NA	NA	NA	NA
22/1/22 17:30	22/01/2022	17:30	24,5	IRD_012022	IRD_012022_2	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS136	AS137	AS138	AS139	AS140	NA	NA	NA	NA	NA
22/1/22 17:30	22/01/2022	17:30	24,5	IRD_012022	IRD_012022_2	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	AR2	AR2	AR2	ANC2	NA	NA	NA	NA	NA	AS146	AS147	AS148	AS149	AS150	NA	NA	NA	NA	NA
23/1/22 10:00	23/01/2022	10:00	41	IRD_012022	IRD_012022_2	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	NA	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS101	AS102	AS103	AS104	AS105	NA	NA	NA	NA	NA
23/1/22 10:00	23/01/2022	10:00	41	IRD_012022	IRD_012022_2	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS106	AS107	AS108	AS109	AS110	NA	NA	NA	NA	NA
23/1/22 10:00	23/01/2022	10:00	41	IRD_012022	IRD_012022_2	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS111	AS112	AS113	AS114	AS115	NA	NA	NA	NA	NA
23/1/22 10:00	23/01/2022	10:00	41	IRD_012022	IRD_012022_2	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS116	AS117	AS118	AS119	AS120	NA	NA	NA	NA	NA
23/1/22 10:00	23/01/2022	10:00	41	IRD_012022	IRD_012022_2	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	AR2	ANC2	NA	NA	NA	NA	NA	AS141	AS142	AS143	AS144	AS145	NA	NA	NA	NA	NA
23/1/22 17:00	23/01/2022	17:00	48	IRD_012022	IRD_012022_2	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	NA	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS121	AS122	AS123	AS124	AS125	NA	NA	NA	NA	NA
23/1/22 17:00	23/01/2022	17:00	48	IRD_012022	IRD_012022_2	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS126	AS127	AS128	AS129	AS130	NA	NA	NA	NA	NA
23/1/22 17:00	23/01/2022	17:00	48	IRD_012022	IRD_012022_2	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS131	AS132	AS133	AS134	AS135	NA	NA	NA	NA	NA
23/1/22 17:00	23/01/2022	17:00	48	IRD_012022	IRD_012022_2	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS136	AS137	AS138	AS139	AS140	NA	NA	NA	NA	NA
23/1/22 17:00	23/01/2022	17:00	48	IRD_012022	IRD_012022_2	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	AR2	ANC2	NA	NA	NA	NA	NA	AS146	AS147	AS148	AS149	AS150	NA	NA	NA	NA	NA
24/1/22 14:00	24/01/2022	14:00	69	IRD_012022	IRD_012022_2	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	NA	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS101	AS102	AS103	AS104	AS105	NA	NA	NA	NA	NA
24/1/22 14:00	24/01/2022	14:00	69	IRD_012022	IRD_012022_2	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS106	AS107	AS108	AS109	AS110	NA	NA	NA	NA	NA
24/1/22 14:00	24/01/2022	14:00	69	IRD_012022	IRD_012022_2	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS111	AS112	AS113	AS114	AS115	NA	NA	NA	NA	NA
24/1/22 14:00	24/01/2022	14:00	69	IRD_012022	IRD_012022_2	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS116	AS117	AS118	AS119	AS120	NA	NA	NA	NA	NA
24/1/22 14:00	24/01/2022	14:00	69	IRD_012022	IRD_012022_2	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS141	AS142	AS143	AS144	AS145	NA	NA	NA	NA	NA
24/1/22 17:00	24/01/2022	17:00	72	IRD_012022	IRD_012022_2	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	NA	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS121	AS122	AS123	AS124	AS125	NA	NA	NA	NA	NA
24/1/22 17:00	24/01/2022	17:00	72	IRD_012022	IRD_012022_2	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS126	AS127	AS128	AS129	AS130	NA	NA	NA	NA	NA
24/1/22 17:00	24/01/2022	17:00	72	IRD_012022	IRD_012022_2	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS131	AS132	AS133	AS134	AS135	NA	NA	NA	NA	NA
24/1/22 17:00	24/01/2022	17:00	72	IRD_012022	IRD_012022_2	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS136	AS137	AS138	AS139	AS140	NA	NA	NA	NA	NA
24/1/22 17:00	24/01/2022	17:00	72	IRD_012022	IRD_012022_2	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS146	AS147	AS148	AS149	AS150	NA	NA	NA	NA	NA
25/1/22 10:00	25/01/2022	10:00	89	IRD_012022	IRD_012022_2	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	NA	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS101	AS102	AS103	AS104	AS105	NA	NA	NA	NA	NA
25/1/22 10:00	25/01/2022	10:00	89	IRD_012022	IRD_012022_2	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS106	AS107	AS108	AS109	AS110	NA	NA	NA	NA	NA
25/1/22 10:00	25/01/2022	10:00	89	IRD_012022	IRD_012022_2	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS111	AS112	AS113	AS114	AS115	NA	NA	NA	NA	NA
25/1/22 10:00	25/01/2022	10:00	89	IRD_012022	IRD_012022_2	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	D2	ANC2	ANC2	NA	NA	NA	NA	NA	AS116	AS117	AS118	AS119	AS120	NA	NA	NA	NA	NA
25/1/22 10:00	25/01/2022	10:00	89	IRD_012022	IRD_012022_2	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS141	AS142	AS143	AS144	AS145	NA	NA	NA	NA	NA
25/1/22 17:00	25/01/2022	17:00	96	IRD_012022	IRD_012022_2	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	NA	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS121	AS122	AS123	AS124	AS125	NA	NA	NA	NA	NA
25/1/22 17:00	25/01/2022	17:00	96	IRD_012022	IRD_012022_2	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	D2	ANC2	NA	NA	NA	NA	NA	AS126	AS127	AS128	AS129	AS130	NA	NA	NA	NA	NA
25/1/22 17:00	25/01/2022	17:00	96	IRD_012022	IRD_012022_2	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS131	AS132	AS133	AS134	AS135	NA	NA	NA	NA	NA
25/1/22 17:00	25/01/2022	17:00	96	IRD_012022	IRD_012022_2	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	D2	D2	ANC2	ANC2	NA	NA	NA	NA	NA	AS136	AS137	AS138	AS139	AS140	NA	NA	NA	NA	NA
25/1/22 17:00	25/01/2022	17:00	96	IRD_012022	IRD_012022_2	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS146	AS147	AS148	AS149	AS150	NA	NA	NA	NA	NA
26/1/22 15:00	26/01/2022	15:00	118	IRD_012022	IRD_012022_2	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	NA	D2	D2	D2	NA	NA	NA	NA	NA	AS101	AS102	AS103	AS104	AS105	NA	NA	NA	NA	NA
26/1/22 15:00	26/01/2022	15:00	118	IRD_012022	IRD_012022_2	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	D2	ANC2	NA	NA	NA	NA	NA	AS106	AS107	AS108	AS109	AS110	NA	NA	NA	NA	NA
26/1/22 15:00	26/01/2022	15:00	118	IRD_012022	IRD_012022_2	L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D2	ANC2	D2	ANC2	D2	NA	NA	NA	NA	NA	AS111	AS112	AS113	AS114	AS115	NA	NA	NA	NA	NA
26/1/22 15:00	26/01/2022	15:00	118	IRD_012022	IRD_012022_2	L4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D2	D2	D2	D2	ANC2	NA	NA	NA	NA	NA	AS116	AS117	AS118	AS119	AS120	NA	NA	NA	NA	NA
26/1/22 15:00	26/01/2022	15:00	118	IRD_012022	IRD_012022_2	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC2	ANC2	ANC2	ANC2	ANC2	NA	NA	NA	NA	NA	AS141	AS142	AS143	AS144	AS145	NA	NA	NA	NA	NA
27/1/22 15:00	27/01/2022	15:00	142	IRD_012022	IRD_012022_2	L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D2	NA	D2	D2	D2	NA	NA	NA	NA	NA	AS121	AS122	AS123	AS124	AS125	NA	NA	NA	NA	NA
27/1/22 15:00	27/01/2022	15:00	142	IRD_012022	IRD_012022_2	L2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D2	D2	D2	D2	D2	NA	NA	NA	NA	NA	AS126	AS127	AS128	AS129	AS130	NA	NA	NA	NA	NA
