"H_cumul"	"Traitement"	"BAC"	"Individu"	"Ligne"	"variable"	"hauteur"	"nb_feuille"	"Nb_cotyledon"	"Nb_Tige"	"Developpement"	"Jour"
"533"	503	"IRD_012022"	"1"	"AS112"	"L3"	"C2"	84	0	2	3	"D"	21
"534"	503	"IRD_012022"	"1"	"AS117"	"L4"	"C2"	99	4	2	3	"D"	21
"535"	503	"IRD_012022"	"1"	"AS142"	"T"	"C2"	NA	NA	NA	1	NA	21
"536"	503	"IRD_012022"	"2"	"AS122"	"L1"	"C2"	NA	NA	NA	1	NA	21
"537"	503	"IRD_012022"	"2"	"AS127"	"L2"	"C2"	55	4	2	3	"D"	21
"538"	503	"IRD_012022"	"2"	"AS132"	"L3"	"C2"	116	2	2	3	"D"	21
"539"	503	"IRD_012022"	"2"	"AS137"	"L4"	"C2"	138	6	2	3	"D"	21
"540"	503	"IRD_012022"	"2"	"AS147"	"T"	"C2"	75	2	2	1	"D"	21
"541"	575	"IRD_012022"	"1"	"AS102"	"L1"	"C2"	124	4	2	1	"D"	24
"542"	575	"IRD_012022"	"1"	"AS107"	"L2"	"C2"	151	4	2	1	"D"	24
"543"	575	"IRD_012022"	"1"	"AS112"	"L3"	"C2"	84	0	2	3	"D"	24
"544"	575	"IRD_012022"	"1"	"AS117"	"L4"	"C2"	116	4	2	3	"D"	24
"545"	575	"IRD_012022"	"1"	"AS142"	"T"	"C2"	NA	NA	NA	1	NA	24
"546"	575	"IRD_012022"	"2"	"AS122"	"L1"	"C2"	NA	NA	NA	1	NA	24
"547"	575	"IRD_012022"	"2"	"AS127"	"L2"	"C2"	59	4	2	3	"D"	24
"548"	575	"IRD_012022"	"2"	"AS132"	"L3"	"C2"	124	4	2	3	"D"	24
"549"	575	"IRD_012022"	"2"	"AS137"	"L4"	"C2"	148	6	2	3	"D"	24
"550"	575	"IRD_012022"	"2"	"AS147"	"T"	"C2"	35	2	2	1	"D"	24
"551"	599	"IRD_012022"	"1"	"AS102"	"L1"	"C2"	126	4	2	1	"D"	25
"552"	599	"IRD_012022"	"1"	"AS107"	"L2"	"C2"	153	4	2	1	"D"	25
"553"	599	"IRD_012022"	"1"	"AS112"	"L3"	"C2"	84	0	2	3	"D"	25
"554"	599	"IRD_012022"	"1"	"AS117"	"L4"	"C2"	119	4	2	3	"D"	25
"555"	599	"IRD_012022"	"1"	"AS142"	"T"	"C2"	NA	NA	NA	1	NA	25
"556"	599	"IRD_012022"	"2"	"AS122"	"L1"	"C2"	NA	NA	NA	1	NA	25
"557"	599	"IRD_012022"	"2"	"AS127"	"L2"	"C2"	61	4	2	3	"D"	25
"558"	599	"IRD_012022"	"2"	"AS132"	"L3"	"C2"	126	6	2	3	"D"	25
"559"	599	"IRD_012022"	"2"	"AS137"	"L4"	"C2"	148	6	2	3	"D"	25
"560"	599	"IRD_012022"	"2"	"AS147"	"T"	"C2"	34	2	2	1	"D"	25
"561"	623	"IRD_012022"	"1"	"AS102"	"L1"	"C2"	129	4	2	1	"D"	26
"562"	623	"IRD_012022"	"1"	"AS107"	"L2"	"C2"	160	4	2	1	"D"	26
"563"	623	"IRD_012022"	"1"	"AS112"	"L3"	"C2"	59	4	2	3	"D"	26
"564"	623	"IRD_012022"	"1"	"AS117"	"L4"	"C2"	124	6	2	3	"D"	26
"565"	623	"IRD_012022"	"1"	"AS142"	"T"	"C2"	NA	NA	NA	1	NA	26
"566"	623	"IRD_012022"	"2"	"AS122"	"L1"	"C2"	NA	NA	NA	1	NA	26
"567"	623	"IRD_012022"	"2"	"AS127"	"L2"	"C2"	62	4	2	3	"D"	26
"568"	623	"IRD_012022"	"2"	"AS132"	"L3"	"C2"	129	8	2	3	"D"	26
"569"	623	"IRD_012022"	"2"	"AS137"	"L4"	"C2"	149	6	2	3	"D"	26
"570"	623	"IRD_012022"	"2"	"AS147"	"T"	"C2"	41	4	2	1	"D"	26
"571"	671	"IRD_012022"	"1"	"AS102"	"L1"	"C2"	141	4	2	1	"D"	28
"572"	671	"IRD_012022"	"1"	"AS107"	"L2"	"C2"	172	6	2	1	"D"	28
"573"	671	"IRD_012022"	"1"	"AS112"	"L3"	"C2"	71	4	2	3	"D"	28
"574"	671	"IRD_012022"	"1"	"AS117"	"L4"	"C2"	134	8	2	3	"D"	28
"575"	671	"IRD_012022"	"1"	"AS142"	"T"	"C2"	NA	NA	NA	1	NA	28
"576"	671	"IRD_012022"	"2"	"AS122"	"L1"	"C2"	NA	NA	NA	1	NA	28
"577"	671	"IRD_012022"	"2"	"AS127"	"L2"	"C2"	72	4	2	3	"D"	28
"578"	671	"IRD_012022"	"2"	"AS132"	"L3"	"C2"	136	8	2	3	"D"	28
"579"	671	"IRD_012022"	"2"	"AS137"	"L4"	"C2"	151	6	2	3	"D"	28
"580"	671	"IRD_012022"	"2"	"AS147"	"T"	"C2"	46	4	2	1	"D"	28
"581"	743	"IRD_012022"	"1"	"AS102"	"L1"	"C2"	158	6	2	1	"D"	31
"582"	743	"IRD_012022"	"1"	"AS107"	"L2"	"C2"	194	6	2	1	"D"	31
"583"	743	"IRD_012022"	"1"	"AS112"	"L3"	"C2"	86	4	2	3	"D"	31
"584"	743	"IRD_012022"	"1"	"AS117"	"L4"	"C2"	144	10	2	3	"D"	31
"585"	743	"IRD_012022"	"1"	"AS142"	"T"	"C2"	NA	NA	NA	1	NA	31
"586"	743	"IRD_012022"	"2"	"AS122"	"L1"	"C2"	NA	NA	NA	1	NA	31
"587"	743	"IRD_012022"	"2"	"AS127"	"L2"	"C2"	69	4	2	3	"D"	31
"588"	743	"IRD_012022"	"2"	"AS132"	"L3"	"C2"	141	8	2	3	"D"	31
"589"	743	"IRD_012022"	"2"	"AS137"	"L4"	"C2"	161	6	2	3	"D"	31
"590"	743	"IRD_012022"	"2"	"AS147"	"T"	"C2"	51	4	2	1	"D"	31
"591"	767	"IRD_012022"	"1"	"AS102"	"L1"	"C2"	165	6	2	1	"D"	32
"592"	767	"IRD_012022"	"1"	"AS107"	"L2"	"C2"	199	6	2	1	"D"	32
"593"	767	"IRD_012022"	"1"	"AS112"	"L3"	"C2"	91	4	2	3	"D"	32
"594"	767	"IRD_012022"	"1"	"AS117"	"L4"	"C2"	149	10	2	3	"D"	32
"595"	767	"IRD_012022"	"1"	"AS142"	"T"	"C2"	NA	NA	NA	1	NA	32
"596"	767	"IRD_012022"	"2"	"AS122"	"L1"	"C2"	NA	NA	NA	1	NA	32
"597"	767	"IRD_012022"	"2"	"AS127"	"L2"	"C2"	69	4	2	3	"D"	32
"598"	767	"IRD_012022"	"2"	"AS132"	"L3"	"C2"	148	8	1	3	"D"	32
"599"	767	"IRD_012022"	"2"	"AS137"	"L4"	"C2"	159	6	1	3	"D"	32
"600"	767	"IRD_012022"	"2"	"AS147"	"T"	"C2"	79	6	2	1	"D"	32
"601"	836	"IRD_012022"	"1"	"AS102"	"L1"	"C2"	180	6	2	1	"D"	35
"602"	836	"IRD_012022"	"1"	"AS107"	"L2"	"C2"	216	6	2	1	"D"	35
"603"	836	"IRD_012022"	"1"	"AS112"	"L3"	"C2"	105	8	2	3	"D"	35
"604"	836	"IRD_012022"	"1"	"AS117"	"L4"	"C2"	166	10	2	3	"D"	35
"605"	836	"IRD_012022"	"1"	"AS142"	"T"	"C2"	NA	NA	NA	1	NA	35
"606"	836	"IRD_012022"	"2"	"AS122"	"L1"	"C2"	NA	NA	NA	1	NA	35
"607"	836	"IRD_012022"	"2"	"AS127"	"L2"	"C2"	76	4	0	3	"D"	35
"608"	836	"IRD_012022"	"2"	"AS132"	"L3"	"C2"	160	8	1	3	"D"	35
"609"	836	"IRD_012022"	"2"	"AS137"	"L4"	"C2"	166	6	0	3	"D"	35
"610"	836	"IRD_012022"	"2"	"AS147"	"T"	"C2"	81	6	2	1	"D"	35
"611"	911	"IRD_012022"	"1"	"AS102"	"L1"	"C2"	195	8	1	1	"D"	38
"612"	911	"IRD_012022"	"1"	"AS107"	"L2"	"C2"	236	6	2	1	"D"	38
"613"	911	"IRD_012022"	"1"	"AS112"	"L3"	"C2"	115	8	2	3	"D"	38
"614"	911	"IRD_012022"	"1"	"AS117"	"L4"	"C2"	184	10	2	3	"D"	38
"615"	911	"IRD_012022"	"1"	"AS142"	"T"	"C2"	NA	NA	NA	1	NA	38
"616"	911	"IRD_012022"	"2"	"AS122"	"L1"	"C2"	NA	NA	NA	1	NA	38
"617"	911	"IRD_012022"	"2"	"AS127"	"L2"	"C2"	82	6	0	3	"D"	38
"618"	911	"IRD_012022"	"2"	"AS132"	"L3"	"C2"	171	8	0	3	"D"	38
"619"	911	"IRD_012022"	"2"	"AS137"	"L4"	"C2"	177	8	0	3	"D"	38
"620"	911	"IRD_012022"	"2"	"AS147"	"T"	"C2"	82	6	2	1	"D"	38
"621"	0	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	0	NA	2	NA	"TE"	0
"622"	0	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	0	NA	2	NA	"TE"	0
"623"	0	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	0	NA	2	NA	"TE"	0
"624"	0	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	0	NA	2	NA	"TE"	0
"625"	0	"IRD_012022"	"1"	"AS143"	"T"	"C3"	0	NA	2	NA	"TE"	0
"626"	0	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	0	NA	2	NA	"AR"	0
"627"	0	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	0	NA	2	NA	"AR"	0
"628"	0	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	0	NA	2	NA	"AR"	0
"629"	0	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	0	NA	2	NA	"AR"	0
"630"	0	"IRD_012022"	"2"	"AS148"	"T"	"C3"	0	NA	2	NA	"AR"	0
"631"	19	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	NA	NA	2	NA	"ST"	1
"632"	19	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	NA	NA	2	NA	"TE"	1
"633"	19	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	NA	NA	2	NA	"ST"	1
"634"	19	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"TE"	1
"635"	19	"IRD_012022"	"1"	"AS143"	"T"	"C3"	NA	NA	2	NA	"TE"	1
"636"	24	"IRD_012022"	"1"	"AS123"	"L1"	"C3"	NA	NA	2	NA	"ST"	1
"637"	24	"IRD_012022"	"1"	"AS128"	"L2"	"C3"	NA	NA	2	NA	"TE"	1
"638"	24	"IRD_012022"	"1"	"AS133"	"L3"	"C3"	NA	NA	2	NA	"ST"	1
"639"	24	"IRD_012022"	"1"	"AS138"	"L4"	"C3"	NA	NA	2	NA	"TE"	1
"640"	24	"IRD_012022"	"1"	"AS148"	"T"	"C3"	NA	NA	2	NA	"TE"	1
"641"	41	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	NA	NA	2	NA	"ST"	2
"642"	41	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	NA	NA	2	NA	"TE"	2
"643"	41	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	NA	NA	2	NA	"ST"	2
"644"	41	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"OT"	2
"645"	41	"IRD_012022"	"1"	"AS143"	"T"	"C3"	NA	NA	2	NA	"ST"	2
"646"	48	"IRD_012022"	"1"	"AS123"	"L1"	"C3"	NA	NA	2	NA	"AR"	2
"647"	48	"IRD_012022"	"1"	"AS128"	"L2"	"C3"	NA	NA	2	NA	"TE"	2
"648"	48	"IRD_012022"	"1"	"AS133"	"L3"	"C3"	NA	NA	2	NA	"ST"	2
"649"	48	"IRD_012022"	"1"	"AS138"	"L4"	"C3"	NA	NA	2	NA	"OT"	2
"650"	48	"IRD_012022"	"1"	"AS148"	"T"	"C3"	NA	NA	2	NA	"ST"	2
"651"	69	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	NA	NA	2	NA	"ST"	3
"652"	69	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	NA	NA	2	NA	"AR"	3
"653"	69	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	NA	NA	2	NA	"ANC"	3
"654"	69	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"OT"	3
"655"	69	"IRD_012022"	"1"	"AS143"	"T"	"C3"	NA	NA	2	NA	"OT"	3
"656"	72	"IRD_012022"	"1"	"AS123"	"L1"	"C3"	NA	NA	2	NA	"OT"	3
"657"	72	"IRD_012022"	"1"	"AS128"	"L2"	"C3"	NA	NA	2	NA	"AR"	3
"658"	72	"IRD_012022"	"1"	"AS133"	"L3"	"C3"	NA	NA	2	NA	"ANC"	3
"659"	72	"IRD_012022"	"1"	"AS138"	"L4"	"C3"	NA	NA	2	NA	"OT"	3
"660"	72	"IRD_012022"	"1"	"AS148"	"T"	"C3"	NA	NA	2	NA	"AR"	3
"661"	89	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	NA	NA	2	NA	"ANC"	4
"662"	89	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	NA	NA	2	NA	"ANC"	4
"663"	89	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	NA	NA	2	NA	"ANC"	4
"664"	89	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"OT"	4
"665"	89	"IRD_012022"	"1"	"AS143"	"T"	"C3"	NA	NA	2	NA	"ANC"	4
"666"	96	"IRD_012022"	"1"	"AS123"	"L1"	"C3"	NA	NA	2	NA	"ANC"	4
"667"	96	"IRD_012022"	"1"	"AS128"	"L2"	"C3"	NA	NA	2	NA	"ANC"	4
"668"	96	"IRD_012022"	"1"	"AS133"	"L3"	"C3"	NA	NA	2	NA	"ANC"	4
"669"	96	"IRD_012022"	"1"	"AS138"	"L4"	"C3"	NA	NA	2	NA	"OT"	4
"670"	96	"IRD_012022"	"1"	"AS148"	"T"	"C3"	NA	NA	2	NA	"ANC"	4
"671"	118	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	NA	NA	2	NA	"ANC"	5
"672"	118	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	NA	NA	2	NA	"ANC"	5
"673"	118	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	NA	NA	2	NA	"ANC"	5
"674"	118	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"ST"	5
"675"	118	"IRD_012022"	"1"	"AS143"	"T"	"C3"	NA	NA	2	NA	"ANC"	5
"676"	142	"IRD_012022"	"1"	"AS123"	"L1"	"C3"	NA	NA	2	NA	"ANC"	6
"677"	142	"IRD_012022"	"1"	"AS128"	"L2"	"C3"	NA	NA	2	NA	"ANC"	6
"678"	142	"IRD_012022"	"1"	"AS133"	"L3"	"C3"	NA	NA	2	NA	"ANC"	6
"679"	142	"IRD_012022"	"1"	"AS138"	"L4"	"C3"	NA	NA	2	NA	"ST"	6
"680"	142	"IRD_012022"	"1"	"AS148"	"T"	"C3"	NA	NA	2	NA	"ANC"	6
"681"	168	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	NA	NA	2	NA	"D"	7
"682"	168	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	NA	NA	2	NA	"ANC"	7
"683"	168	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	NA	NA	2	NA	"ANC"	7
"684"	168	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"ST"	7
"685"	168	"IRD_012022"	"1"	"AS143"	"T"	"C3"	NA	NA	2	NA	"ANC"	7
"686"	232	"IRD_012022"	"1"	"AS123"	"L1"	"C3"	NA	NA	2	NA	"D"	10
"687"	232	"IRD_012022"	"1"	"AS128"	"L2"	"C3"	NA	NA	2	NA	"D"	10
"688"	232	"IRD_012022"	"1"	"AS133"	"L3"	"C3"	NA	NA	2	NA	"D"	10
"689"	232	"IRD_012022"	"1"	"AS138"	"L4"	"C3"	NA	NA	2	NA	"ST"	10
"690"	232	"IRD_012022"	"1"	"AS148"	"T"	"C3"	NA	NA	2	NA	"D"	10
"691"	19	"IRD_012022"	"2"	"AS103"	"L1"	"C3"	NA	NA	2	NA	"ANC"	1
"692"	19	"IRD_012022"	"2"	"AS108"	"L2"	"C3"	NA	NA	2	NA	"AR"	1
"693"	19	"IRD_012022"	"2"	"AS113"	"L3"	"C3"	NA	NA	2	NA	"AR"	1
"694"	19	"IRD_012022"	"2"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"ANC"	1
"695"	19	"IRD_012022"	"2"	"AS143"	"T"	"C3"	NA	NA	2	NA	"AR"	1
"696"	24	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	NA	NA	2	NA	"ANC"	1
"697"	24	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	NA	NA	2	NA	"ANC"	1
"698"	24	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	NA	NA	2	NA	"ANC"	1
"699"	24	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	NA	NA	2	NA	"ANC"	1
"700"	24	"IRD_012022"	"2"	"AS148"	"T"	"C3"	NA	NA	2	NA	"AR"	1
"701"	41	"IRD_012022"	"2"	"AS103"	"L1"	"C3"	NA	NA	2	NA	"ANC"	2
"702"	41	"IRD_012022"	"2"	"AS108"	"L2"	"C3"	NA	NA	2	NA	"ANC"	2
"703"	41	"IRD_012022"	"2"	"AS113"	"L3"	"C3"	NA	NA	2	NA	"ANC"	2
"704"	41	"IRD_012022"	"2"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"ANC"	2
"705"	41	"IRD_012022"	"2"	"AS143"	"T"	"C3"	NA	NA	2	NA	"ANC"	2
"706"	48	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	NA	NA	2	NA	"ANC"	2
"707"	48	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	NA	NA	2	NA	"ANC"	2
"708"	48	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	NA	NA	2	NA	"ANC"	2
"709"	48	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	NA	NA	2	NA	"ANC"	2
"710"	48	"IRD_012022"	"2"	"AS148"	"T"	"C3"	NA	NA	2	NA	"ANC"	2
"711"	69	"IRD_012022"	"2"	"AS103"	"L1"	"C3"	NA	NA	2	NA	"ANC"	3
"712"	69	"IRD_012022"	"2"	"AS108"	"L2"	"C3"	NA	NA	2	NA	"ANC"	3
"713"	69	"IRD_012022"	"2"	"AS113"	"L3"	"C3"	NA	NA	2	NA	"ANC"	3
"714"	69	"IRD_012022"	"2"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"ANC"	3
"715"	69	"IRD_012022"	"2"	"AS143"	"T"	"C3"	NA	NA	2	NA	"ANC"	3
"716"	72	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	NA	NA	2	NA	"ANC"	3
"717"	72	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	NA	NA	2	NA	"ANC"	3
"718"	72	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	NA	NA	2	NA	"ANC"	3
"719"	72	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	NA	NA	2	NA	"ANC"	3
"720"	72	"IRD_012022"	"2"	"AS148"	"T"	"C3"	NA	NA	2	NA	"ANC"	3
"721"	89	"IRD_012022"	"2"	"AS103"	"L1"	"C3"	NA	NA	2	NA	"ANC"	4
"722"	89	"IRD_012022"	"2"	"AS108"	"L2"	"C3"	NA	NA	2	NA	"ANC"	4
"723"	89	"IRD_012022"	"2"	"AS113"	"L3"	"C3"	NA	NA	2	NA	"ANC"	4
"724"	89	"IRD_012022"	"2"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"D"	4
"725"	89	"IRD_012022"	"2"	"AS143"	"T"	"C3"	NA	NA	2	NA	"ANC"	4
"726"	96	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	NA	NA	2	NA	"ANC"	4
"727"	96	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	NA	NA	2	NA	"ANC"	4
"728"	96	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	NA	NA	2	NA	"ANC"	4
"729"	96	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	NA	NA	2	NA	"D"	4
"730"	96	"IRD_012022"	"2"	"AS148"	"T"	"C3"	NA	NA	2	NA	"ANC"	4
"731"	118	"IRD_012022"	"2"	"AS103"	"L1"	"C3"	NA	NA	2	NA	"D"	5
"732"	118	"IRD_012022"	"2"	"AS108"	"L2"	"C3"	NA	NA	2	NA	"ANC"	5
"733"	118	"IRD_012022"	"2"	"AS113"	"L3"	"C3"	NA	NA	2	NA	"D"	5
"734"	118	"IRD_012022"	"2"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"D"	5
"735"	118	"IRD_012022"	"2"	"AS143"	"T"	"C3"	NA	NA	2	NA	"ANC"	5
"736"	142	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	NA	NA	2	NA	"D"	6
"737"	142	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	NA	NA	2	NA	"D"	6
"738"	142	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	NA	NA	2	NA	"D"	6
"739"	142	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	NA	NA	2	NA	"D"	6
"740"	142	"IRD_012022"	"2"	"AS148"	"T"	"C3"	NA	NA	2	NA	"D"	6
"741"	168	"IRD_012022"	"2"	"AS103"	"L1"	"C3"	NA	NA	2	NA	"D"	7
"742"	168	"IRD_012022"	"2"	"AS108"	"L2"	"C3"	NA	NA	2	NA	"D"	7
"743"	168	"IRD_012022"	"2"	"AS113"	"L3"	"C3"	NA	NA	2	NA	"D"	7
"744"	168	"IRD_012022"	"2"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"D"	7
"745"	168	"IRD_012022"	"2"	"AS143"	"T"	"C3"	NA	NA	2	NA	"D"	7
"746"	232	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	NA	NA	2	NA	"D"	10
"747"	232	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	NA	NA	2	NA	"D"	10
"748"	232	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	NA	NA	2	NA	"D"	10
"749"	232	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	NA	NA	2	NA	"D"	10
"750"	232	"IRD_012022"	"2"	"AS148"	"T"	"C3"	NA	NA	2	NA	"D"	10
"751"	239	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	48	NA	2	NA	"D"	10
"752"	239	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	43	NA	2	NA	"D"	10
"753"	239	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	63	NA	2	NA	"D"	10
"754"	239	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"ANC"	10
"755"	239	"IRD_012022"	"1"	"AS143"	"T"	"C3"	NA	NA	2	NA	"ANC"	10
"756"	239	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	83	NA	2	NA	"D"	10
"757"	239	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	53	NA	2	NA	"D"	10
"758"	239	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	58	NA	2	NA	"D"	10
"759"	239	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	73	NA	2	NA	"D"	10
"760"	239	"IRD_012022"	"2"	"AS148"	"T"	"C3"	68	NA	2	NA	"D"	10
"761"	263	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	63	NA	2	NA	"D"	11
"762"	263	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	43	NA	2	NA	"D"	11
"763"	263	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	78	NA	2	NA	"D"	11
"764"	263	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"ANC"	11
"765"	263	"IRD_012022"	"1"	"AS143"	"T"	"C3"	NA	NA	2	NA	"ANC"	11
"766"	263	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	100	NA	2	NA	"D"	11
"767"	263	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	63	NA	2	NA	"D"	11
"768"	263	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	75	NA	2	NA	"D"	11
"769"	263	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	88	NA	2	NA	"D"	11
"770"	263	"IRD_012022"	"2"	"AS148"	"T"	"C3"	83	NA	2	NA	"D"	11
"771"	287	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	78	NA	2	NA	"D"	12
"772"	287	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	53	NA	2	NA	"D"	12
"773"	287	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	87	NA	2	NA	"D"	12
"774"	287	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	NA	NA	2	NA	"ANC"	12
"775"	287	"IRD_012022"	"1"	"AS143"	"T"	"C3"	NA	NA	2	NA	"ANC"	12
"776"	287	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	123	NA	2	NA	"D"	12
"777"	287	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	68	NA	2	NA	"D"	12
"778"	287	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	83	NA	2	NA	"D"	12
"779"	287	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	99	NA	2	NA	"D"	12
"780"	287	"IRD_012022"	"2"	"AS148"	"T"	"C3"	98	NA	2	NA	"D"	12
"781"	313	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	87	NA	2	1	"D"	13
"782"	313	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	59	NA	2	1	"D"	13
"783"	313	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	103	NA	2	1	"D"	13
"784"	313	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	38	NA	2	1	"D"	13
"785"	313	"IRD_012022"	"1"	"AS143"	"T"	"C3"	48	NA	2	1	"D"	13
"786"	313	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	133	NA	2	1	"D"	13
"787"	313	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	78	NA	2	1	"D"	13
"788"	313	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	97	NA	2	1	"D"	13
"789"	313	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	110	NA	2	1	"D"	13
"790"	313	"IRD_012022"	"2"	"AS148"	"T"	"C3"	112	NA	2	1	"D"	13
"791"	335	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	99	NA	2	1	"D"	14
"792"	335	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	69	NA	2	1	"D"	14
"793"	335	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	108	NA	2	1	"D"	14
"794"	335	"IRD_012022"	"1"	"AS118"	"L4"	"C3"	43	NA	2	1	"D"	14
"795"	335	"IRD_012022"	"1"	"AS143"	"T"	"C3"	56	NA	2	1	"D"	14
"796"	335	"IRD_012022"	"2"	"AS123"	"L1"	"C3"	103	NA	2	1	"D"	14
"797"	335	"IRD_012022"	"2"	"AS128"	"L2"	"C3"	63	NA	2	1	"D"	14
"798"	335	"IRD_012022"	"2"	"AS133"	"L3"	"C3"	69	NA	2	1	"D"	14
"799"	335	"IRD_012022"	"2"	"AS138"	"L4"	"C3"	88	NA	2	1	"D"	14
"800"	335	"IRD_012022"	"2"	"AS148"	"T"	"C3"	116	NA	2	1	"D"	14
"801"	407	"IRD_012022"	"1"	"AS103"	"L1"	"C3"	106	NA	2	1	"D"	17
"802"	407	"IRD_012022"	"1"	"AS108"	"L2"	"C3"	86	NA	2	1	"D"	17
"803"	407	"IRD_012022"	"1"	"AS113"	"L3"	"C3"	119	NA	2	1	"D"	17
