date	H_cumul	Traitement	BAC	Ligne	C1	C2	C3	C4	C5	F1	F2	F3	F4	F5	CD1	CD2	CD3	CD4	CD5	T1	T2	T3	T4	T5	S1	S2	S3	S4	S5	I1	I2	I3	I4	I5
18/02/2022	671	IRD_012022	1	L1	154	141	182	111	156	4	4	7	4	4	2	2	2	2	2	1	1	1	1	1	D	D	D	D	D	AS101	AS102	AS103	AS104	AS105
18/02/2022	671	IRD_012022	1	L2	NA	172	134	134	130	NA	6	8	4	4	NA	2	2	2	2	1	1	3	1	1	NA	D	D	D	D	AS106	AS107	AS108	AS109	AS110
18/02/2022	671	IRD_012022	1	L3	159	71	186	136	106	10	4	4	4	4	2	2	2	2	2	3	3	1	1	1	D	D	D	D	D	AS111	AS112	AS113	AS114	AS115
18/02/2022	671	IRD_012022	1	L4	146	134	109	192	167	6	8	4	4	10	2	2	2	2	2	1	3	1	1	3	D	D	D	D	D	AS116	AS117	AS118	AS119	AS120
18/02/2022	671	IRD_012022	1	T	169	NA	141	139	154	4	NA	4	5	4	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D	AS141	AS142	AS143	AS144	AS145
18/02/2022	671	IRD_012022	2	L1	191	NA	101	122	75	4	NA	4	7	6	2	NA	2	2	2	1	1	3	3	3	D	NA	D	D	D	AS121	AS122	AS123	AS124	AS125
18/02/2022	671	IRD_012022	2	L2	145	72	127	132	62	7	4	10	8	4	0	2	2	0	2	1	3	3	3	3	D	D	D	D	D	AS126	AS127	AS128	AS129	AS130
18/02/2022	671	IRD_012022	2	L3	194	136	127	105	114	7	8	6	10	2	2	2	2	2	2	1	3	1	3	1	D	D	D	D	D	AS131	AS132	AS133	AS134	AS135
18/02/2022	671	IRD_012022	2	L4	114	151	119	54	69	6	6	4	4	4	2	2	2	2	2	3	3	1	3	3	D	D	D	D	D	AS136	AS137	AS138	AS139	AS140
18/02/2022	671	IRD_012022	2	T	132	46	54	160	161	6	4	4	4	2	2	2	2	2	2	3	1	3	1	1	D	D	D	D	D	AS146	AS147	AS148	AS149	AS150
21/02/2022	743	IRD_012022	1	L1	177	158	204	121	173	4	6	9	4	4	2	2	2	2	2	1	1	1	1	1	D	D	D	D	D	AS101	AS102	AS103	AS104	AS105
21/02/2022	743	IRD_012022	1	L2	NA	194	148	156	151	NA	6	10	4	6	NA	2	2	2	2	1	1	3	1	1	NA	D	D	D	D	AS106	AS107	AS108	AS109	AS110
21/02/2022	743	IRD_012022	1	L3	178	86	208	149	178	14	4	8	5	4	2	2	2	2	2	3	3	1	1	1	D	D	D	D	D	AS111	AS112	AS113	AS114	AS115
21/02/2022	743	IRD_012022	1	L4	168	144	116	222	178	8	10	4	7	10	2	2	2	2	2	1	3	1	1	3	D	D	D	D	D	AS116	AS117	AS118	AS119	AS120
21/02/2022	743	IRD_012022	1	T	191	NA	154	148	171	4	NA	4	11	6	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D	AS141	AS142	AS143	AS144	AS145
21/02/2022	743	IRD_012022	2	L1	208	NA	110	128	89	4	NA	6	9	7	2	NA	2	2	2	1	1	3	3	3	D	NA	D	D	D	AS121	AS122	AS123	AS124	AS125
21/02/2022	743	IRD_012022	2	L2	165	69	134	141	64	9	4	9	12	4	2	2	2	2	2	1	3	3	3	3	D	D	D	D	D	AS126	AS127	AS128	AS129	AS130
21/02/2022	743	IRD_012022	2	L3	208	141	139	102	120	4	8	6	8	2	2	2	2	2	2	1	3	1	3	1	D	D	D	D	D	AS131	AS132	AS133	AS134	AS135
21/02/2022	743	IRD_012022	2	L4	119	161	123	52	73	8	6	6	4	4	2	2	2	2	2	3	3	1	3	3	D	D	D	D	D	AS136	AS137	AS138	AS139	AS140
21/02/2022	743	IRD_012022	2	T	140	51	61	173	170	6	4	4	4	2	2	2	2	2	2	3	1	3	1	1	D	D	D	D	D	AS146	AS147	AS148	AS149	AS150
22/02/2022	767	IRD_012022	1	L1	177	165	206	134	181	4	6	9	4	4	2	2	2	2	2	1	1	1	1	1	D	D	D	D	D	AS101	AS102	AS103	AS104	AS105
22/02/2022	767	IRD_012022	1	L2	NA	199	155	156	154	NA	6	10	4	6	NA	2	2	2	2	1	1	3	1	1	NA	D	D	D	D	AS106	AS107	AS108	AS109	AS110
22/02/2022	767	IRD_012022	1	L3	182	91	209	150	120	12	4	8	4	4	2	2	2	2	2	3	3	1	1	1	D	D	D	D	D	AS111	AS112	AS113	AS114	AS115
22/02/2022	767	IRD_012022	1	L4	171	149	116	224	182	8	10	4	7	12	2	2	2	0	2	1	3	1	1	3	D	D	D	D	D	AS116	AS117	AS118	AS119	AS120
22/02/2022	767	IRD_012022	1	T	195	NA	159	142	176	4	NA	4	10	6	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D	AS141	AS142	AS143	AS144	AS145
22/02/2022	767	IRD_012022	2	L1	222	NA	113	129	91	4	NA	6	9	7	2	NA	1	2	2	1	1	3	3	3	D	NA	D	D	D	AS121	AS122	AS123	AS124	AS125
22/02/2022	767	IRD_012022	2	L2	166	69	136	137	67	9	4	9	12	4	0	2	2	0	2	1	3	3	3	3	D	D	D	D	D	AS126	AS127	AS128	AS129	AS130
22/02/2022	767	IRD_012022	2	L3	128	148	144	112	123	7	8	6	7	2	0	1	2	2	2	1	3	1	3	1	D	D	D	D	D	AS131	AS132	AS133	AS134	AS135
22/02/2022	767	IRD_012022	2	L4	119	159	125	52	79	8	6	4	4	4	2	1	2	2	2	3	3	1	3	3	D	D	D	D	D	AS136	AS137	AS138	AS139	AS140
22/02/2022	767	IRD_012022	2	T	144	79	76	175	176	4	6	4	4	2	2	2	2	2	2	3	1	3	1	1	D	D	D	D	D	AS146	AS147	AS148	AS149	AS150
25/02/2022	836	IRD_012022	1	L1	206	180	219	144	200	4	6	8	4	6	2	2	2	2	2	1	1	1	1	1	D	D	D	D	D	AS101	AS102	AS103	AS104	AS105
25/02/2022	836	IRD_012022	1	L2	NA	216	172	175	174	NA	6	10	6	6	NA	2	2	2	2	1	1	3	1	1	NA	D	D	D	D	AS106	AS107	AS108	AS109	AS110
25/02/2022	836	IRD_012022	1	L3	191	105	235	164	137	14	8	15	4	4	2	2	2	2	2	3	3	1	1	1	D	D	D	D	D	AS111	AS112	AS113	AS114	AS115
25/02/2022	836	IRD_012022	1	L4	183	166	128	241	192	14	10	4	6	16	2	2	2	0	2	1	3	1	1	3	D	D	D	D	D	AS116	AS117	AS118	AS119	AS120
25/02/2022	836	IRD_012022	1	T	206	NA	172	154	187	6	NA	6	10	6	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D	AS141	AS142	AS143	AS144	AS145
25/02/2022	836	IRD_012022	2	L1	227	NA	123	134	104	12	NA	6	11	7	2	NA	2	0	2	1	1	3	3	3	D	NA	D	D	D	AS121	AS122	AS123	AS124	AS125
25/02/2022	836	IRD_012022	2	L2	183	76	147	144	75	9	4	9	16	6	0	0	2	0	2	1	3	3	3	3	D	D	D	D	D	AS126	AS127	AS128	AS129	AS130
25/02/2022	836	IRD_012022	2	L3	226	160	155	110	125	9	8	6	9	4	0	1	0	0	0	1	3	1	3	1	D	D	D	D	D	AS131	AS132	AS133	AS134	AS135
25/02/2022	836	IRD_012022	2	L4	122	166	133	51	88	8	6	6	4	6	2	0	2	2	2	3	3	1	3	3	D	D	D	D	D	AS136	AS137	AS138	AS139	AS140
25/02/2022	836	IRD_012022	2	T	151	81	70	182	175	6	6	6	4	4	2	2	2	0	2	3	1	3	1	1	D	D	D	D	D	AS146	AS147	AS148	AS149	AS150
28/02/2022	911	IRD_012022	1	L1	228	195	239	160	214	4	8	8	6	6	2	1	2	2	2	1	1	1	1	1	D	D	D	D	D	AS101	AS102	AS103	AS104	AS105
28/02/2022	911	IRD_012022	1	L2	NA	236	186	193	190	NA	6	10	6	6	NA	2	0	2	2	1	1	3	1	1	NA	D	D	D	D	AS106	AS107	AS108	AS109	AS110
28/02/2022	911	IRD_012022	1	L3	211	115	259	180	153	16	8	13	4	6	2	2	2	1	0	3	3	1	1	1	D	D	D	D	D	AS111	AS112	AS113	AS114	AS115
28/02/2022	911	IRD_012022	1	L4	205	184	135	264	213	13	10	4	8	21	0	2	1	0	2	1	3	1	1	3	D	D	D	D	D	AS116	AS117	AS118	AS119	AS120
28/02/2022	911	IRD_012022	1	T	222	NA	181	172	195	10	NA	6	12	10	2	NA	2	2	2	1	1	1	3	1	D	NA	D	D	D	AS141	AS142	AS143	AS144	AS145
28/02/2022	911	IRD_012022	2	L1	254	NA	140	147	126	12	NA	8	12	13	2	NA	0	0	1	1	1	3	3	3	D	NA	D	D	D	AS121	AS122	AS123	AS124	AS125
28/02/2022	911	IRD_012022	2	L2	209	82	165	145	87	11	6	11	16	7	0	0	1	0	2	1	3	3	3	3	D	D	D	D	D	AS126	AS127	AS128	AS129	AS130
28/02/2022	911	IRD_012022	2	L3	252	171	169	115	132	11	8	6	13	4	0	0	0	0	0	1	3	1	3	1	D	D	D	D	D	AS131	AS132	AS133	AS134	AS135
28/02/2022	911	IRD_012022	2	L4	132	177	142	63	104	8	8	8	6	6	0	0	1	1	2	3	3	1	3	3	D	D	D	D	D	AS136	AS137	AS138	AS139	AS140
28/02/2022	911	IRD_012022	2	T	159	82	84	195	179	9	6	7	4	4	2	2	0	0	1	3	1	3	1	1	D	D	D	D	D	AS146	AS147	AS148	AS149	AS150
